"","TehsilNo","Zone name","District name","Tehsil name","Village name","State","Crop","Year","Zone No.","Cultivator No.","Ha-months in ground (Ha.)","Parcel Plot Season (PPS)","Main Product (Qtls.)","Crop Area (Ha.)","Main Product (Rs.)","By Product (Rs.)","Family Labour (Hrs.)","Family Labour (Rs.)","Attached Labour (Hrs.)","Attached Labour (Rs.)","Casual Labour (Hrs.)","Casual Labour (Rs.)","Hired Animal Labour (Hrs.)","Hired Animal Labour (Rs.)","Owned Animal Labour (Hrs.)","Owned Animal Labour (Rs.)","Hired Machine (Hrs.)","Hired Machine (Rs.)","Own Machine (Hrs.)","Own Machine (Rs.)","Hired Irrigation Machine (Hrs.)","Hired Irrigation Machine (Rs.)","Owned Irrigation Machine (Hrs.)","Owned Irrigation Machine (Rs.)","Canal and Other Irrigation Charges (Rs)","Seed Qty. (Kg.)","Seed Value (Rs.)","Fertiliser (N) (Kg.)","Fertiliser (N) (Rs.)","Fertiliser (P) (Kg.)","Fertiliser (P) (Rs.)","Fertiliser (K) (Kg.)","Fertiliser (K) (Rs.)","Other Fertiliser (Kg.)","Other Fertiliser (Rs.)","Total Fertiliser (Kg.)","Total Fertiliser (Rs.)","Manure (Qtl.)","Manure (Rs.)","Insecticides (Rs.)","Crop Insurance (Rs.)","Payment to Contractor (Rs.)","Miscelaneous Cost (Rs.)","Land Revenue (Rs.)","Rent Paid for Leased in Land (Rs.)","Imputed Rent (Rs.)","Total Depreciation (Rs.)","Total Capital (Rs.)","Sample No. of Growers in size group","Total Number of Growers in size group","Cluster Factor/Weight","Area of all selected crops in Village (Ha.)","No. of Villages in Tehsil","Area of Crop in Zone (Ha.)","Production of Crop in Zone (Qtl.)","No. of Tehsils in Zone","Sample Tehsils in Zone","Area of all selected crops in Zone (Ha.)","Interest on working capital rate(%)","Interest on fixed capital rate(%)","Minimum Rent (%age of GVO)","Maximum Rent (%age of GVO)","Sample Zone in State","Sample Clusters in State","Tenure","Variety"
"2451",43,"IIIB","Lakhisarai","Lakhisarai","Dhira","Bihar","Paddy","2017-18",3,8,3.6,5011,26,0.9,31200,6600,80,2442.4,0,0,425.44,14750,0,0,0,0,4.95,3960,0,0,88,8800,0,0,0,45,1350,100.8,1858.11,46,2461.89,0,0,0,0,146.8,4320,0,0,0,0,NA,0,81.56,0,6496.88,991,11959,5,4,1.25,207.9,478,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2452",43,"IIIB","Lakhisarai","Lakhisarai","Dhira","Bihar","Wheat","2017-18",3,7,3.2,3012,21,0.8,31500,9200,180,5495.22,0,0,133.6,4500,0,0,0,0,6,4800,0,0,48,4800,0,0,0,96,3360,75.12,1253.54,36.8,2042.46,0,0,0,0,111.92,3296,0,0,0,0,NA,0,155.29,0,6211.76,1684,10249,10,4,2.5,207.9,478,192902,530358,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2453",43,"IIIB","Lakhisarai","Lakhisarai","Dhira","Bihar","Wheat","2017-18",3,8,3.2,3012,22.4,0.8,33600,9520,180.36,5506.21,0,0,152.16,4950,0,0,0,0,6,4800,0,0,48,6240,0,0,0,96,3360,75.12,1253.54,36.8,2042.46,0,0,0,0,111.92,3296,0,0,0,0,NA,0,176,0,7040,991,11959,10,4,2.5,207.9,478,192902,530358,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2454",43,"IIIB","Lakhisarai","Lakhisarai","Dhira","Bihar","Wheat","2017-18",3,6,2,4012,14,0.5,21000,6400,109,3327.66,0,0,53.44,1800,0,0,0,0,3.5,2800,0,0,29,3770,0,0,0,60,2100,46.18,774.83,23,1289.17,0,0,0,0,69.18,2064,0,0,0,0,NA,0,95.45,0,3750,1974,11197,7,2,3.5,207.9,478,192902,530358,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2455",43,"IIIB","Lakhisarai","Lakhisarai","Dhira","Bihar","Wheat","2017-18",3,8,3.6,2012,23.63,0.9,35445,9880,215.74,6586.33,0,0,149.52,4900,0,0,0,0,6.83,5467,0,0,54,7020,0,0,0,108,3780,84.74,1414.24,41.4,2297.76,0,0,0,0,126.14,3712,0,0,0,0,NA,0,180,0,5544,991,11959,10,4,2.5,207.9,478,192902,530358,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2456",43,"IIIB","Lakhisarai","Lakhisarai","Dhira","Bihar","Wheat","2017-18",3,6,2.4,3012,15.75,0.6,23625,6800,136,4151.94,0,0,61.52,2150,0,0,0,0,4.2,3360,0,0,35,4550,0,0,0,72,2520,55.14,921,27.6,1547,0,0,0,0,82.74,2468,0,0,0,0,NA,0,122.5,0,4950,1974,11197,7,2,3.5,207.9,478,192902,530358,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2457",43,"IIIB","Lakhisarai","Lakhisarai","Dhira","Bihar","Wheat","2017-18",3,6,2.4,2012,14.7,0.6,22050,6280,136,4151.94,0,0,64.16,2400,0,0,0,0,4.2,3360,0,0,35,4550,0,0,0,72,2520,55.14,921,27.6,1547,0,0,0,0,82.74,2468,0,0,0,0,NA,0,114.4,0,4622.57,1974,11197,7,2,3.5,207.9,478,192902,530358,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2458",43,"IIIB","Lakhisarai","Lakhisarai","Dhira","Bihar","Wheat","2017-18",3,10,2.8,5012,18.38,0.7,27570,7880,153.4,4683.15,0,0,88.16,3750,0,0,0,0,4.9,3920,0,0,42,5460,0,0,0,84,2940,65.96,1100.85,32.2,1787.15,0,0,0,0,98.16,2888,0,0,0,0,NA,0,135.33,0,5390,2712,33627,10,4,2.5,207.9,478,192902,530358,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2459",43,"IIIB","Lakhisarai","Lakhisarai","Dhira","Bihar","Wheat","2017-18",3,8,3.6,1012,22.05,0.9,33075,9480,217.08,6627.24,0,0,173.6,5750,0,0,0,0,6.83,5467,0,0,54,7020,0,0,0,108,3780,84.74,1414.24,41.4,2297.76,0,0,0,0,126.14,3712,0,0,0,0,NA,0,187.5,0,5775,991,11959,10,4,2.5,207.9,478,192902,530358,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2460",43,"IIIB","Lakhisarai","Lakhisarai","Dhira","Bihar","Wheat","2017-18",3,10,2.8,4012,20.83,0.7,31245,9200,135.7,4142.79,0,0,165.76,5700,0,0,0,0,4.9,3920,0,0,42,5460,0,0,0,84,2940,53.36,928,0,0,0,0,70,1960,123.36,2888,0,0,0,0,NA,0,126.88,0,5053.13,2712,33627,10,4,2.5,207.9,478,192902,530358,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2461",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,10,2,6011,15,0.5,19500,5700,91,2378.3,0,0,184.4,4850,0,0,0,0,4.25,2850,0,0,0,0,25,2231.21,0,22.5,675,47.62,709.81,25.3,1404.19,16.5,495,0,0,89.42,2609,0,0,0,0,NA,0,21.88,0,5500,1829,51269,14,5,2.8,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2462",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,1,1.36,2011,10,0.34,13000,3600,133,3475.98,0,0,104.16,2700,0,0,0,0,1.58,1035,0,0,12,1200,0,0,0,15,450,29.82,448.39,9.2,510.61,11.4,342,0,0,50.42,1301,0,0,0,0,NA,0,14.88,0,3740,1683,22657,185,2,92.5,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2463",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,10,6,1011,44,1.5,57200,16500,259,6769.02,0,0,582.56,14300,0,0,0,0,13,8725,0,0,0,0,78,6961.38,0,67.5,2025,143.32,2136.43,75.9,4212.57,49.2,1476,0,0,268.42,7825,0,0,0,0,NA,0,62.92,0,15819.75,1829,51269,14,5,2.8,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2464",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,9,2,5011,14.5,0.5,18850,5400,113,2953.28,0,0,160.4,4250,0,0,0,0,4.25,2850,0,0,25,2500,0,0,0,22.5,675,47.62,709.81,25.3,1404.19,16.2,486,0,0,89.12,2600,0,0,0,0,NA,0,21.88,0,5500,1941,14167,14,5,2.8,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2465",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,1,0.56,1011,4,0.14,5200,1500,64,1672.65,0,0,34.72,900,0,0,0,0,0.7,460,0,0,5,500,0,0,0,6,180,12.18,181.57,6.44,357.43,4.2,126,0,0,22.82,665,0,0,0,0,NA,0,5.87,0,1476.71,1683,22657,185,2,92.5,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2466",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,2,0.8,2011,6,0.2,7800,2250,70,1829.46,0,0,53.62,1700,0,0,0,0,1.2,790,0,0,8,800,0,0,0,9,270,17.4,259.39,9.2,510.61,6,180,0,0,32.6,950,0,0,0,0,NA,0,7.78,0,1955.56,1716,21164,185,2,92.5,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2467",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,3,4,1011,30,1,39000,9900,156,4077.09,0,0,366.16,9650,0,0,0,0,8.5,5700,0,0,38,3800,0,0,0,45,1350,95.7,1426.62,50.6,2808.38,33,990,0,0,179.3,5225,0,0,0,0,NA,0,38.25,0,9617.49,1678,22642,17,2,8.5,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2468",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,8,2.4,3011,18,0.6,23400,6600,130,3397.58,0,0,221.84,5850,0,0,0,0,5.5,3700,0,0,0,0,34,3360.79,0,27,810,57.42,855.97,50.16,2279.03,0,0,0,0,107.58,3135,0,0,0,0,NA,0,23.33,0,5866.67,2519,68136,14,5,2.8,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2469",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,9,1.6,6011,11.5,0.4,14950,4200,89,2326.03,0,0,152.32,4000,0,0,0,0,3.5,2350,0,0,22,2200,0,0,0,18,540,38.28,570.65,20.24,1123.35,13.2,396,0,0,71.72,2090,0,0,0,0,NA,0,15.56,0,3911.11,1941,14167,14,5,2.8,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2470",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,9,2.4,4011,17.5,0.6,22750,6300,134,3502.12,0,0,237.68,5150,0,0,0,0,5.8,3900,0,0,35,3500,0,0,0,27,810,57.42,806.59,30.36,1174.41,19.8,594,0,0,107.58,2575,0,0,0,0,NA,0,23.33,0,5866.67,1941,14167,14,5,2.8,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2471",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,4,3,1011,22,0.75,28600,8100,140,3658.93,0,0,267.2,7000,0,0,0,0,6.45,4330,0,0,0,0,34,3400,0,34,1020,71.34,1063.48,37.72,2093.52,24.6,738,0,0,133.66,3895,0,0,0,0,NA,0,28.59,0,7173.91,1522,41700,17,2,8.5,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2472",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Wheat","2017-18",3,4,3.75,1012,24.5,0.75,36750,9150,131,3423.71,0,0,144.16,3700,0,0,0,0,9.68,4005,0,0,0,0,36,3600,0,92,2392,71.34,1063.48,37.72,2093.52,0,0,0,0,109.06,3157,0,0,180,0,NA,0,35.73,0,8967.39,1522,41700,17,2,8.5,218.3,1686,192902,530358,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2473",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,2,1.2,1011,8.5,0.3,11050,3000,106,2770.33,0,0,88.16,2300,0,0,0,0,2.45,1640,0,0,12,1200,0,0,0,13,390,27.84,415.02,14.72,816.98,9.6,288,0,0,52.16,1520,0,0,0,0,NA,0,11.45,0,2880,1716,21164,185,2,92.5,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2474",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,10,3.6,2011,27,0.9,35100,10200,207,5409.99,0,0,315.28,8250,0,0,0,0,7.25,5000,0,0,0,0,47,4194.68,0,40.5,1215,86.13,1284.46,45.54,2527.54,29.7,891,0,0,161.37,4703,0,0,0,0,NA,0,39.38,0,9900,1829,51269,14,5,2.8,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2475",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,10,3.2,3011,25,0.8,32500,9300,206,5383.85,0,0,266.96,6850,0,0,0,0,7,4700,0,0,0,0,45,4016.18,0,36,1080,86.22,1288.3,40.48,2246.7,26.4,792,0,0,153.1,4327,0,0,0,0,NA,0,35,0,8800,1829,51269,14,5,2.8,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2476",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,10,3.2,4011,25,0.8,32500,9450,205,5357.72,0,0,266.96,6850,0,0,0,0,7,4700,0,0,0,0,44,3926.93,0,36,1080,86.22,1288.3,40.48,2246.7,26.4,792,0,0,153.1,4327,0,0,0,0,NA,0,35,0,8800,1829,51269,14,5,2.8,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2477",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Wheat","2017-18",3,4,2.5,2012,15,0.5,22500,5550,82,2143.09,0,0,112.16,2900,0,0,0,0,6.5,2800,0,0,0,0,24,2400,0,60,1560,47.62,709.81,25.3,1404.19,0,0,0,0,72.92,2114,0,0,120,0,NA,0,24.31,0,6111.11,1522,41700,17,2,8.5,218.3,1686,192902,530358,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2478",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Wheat","2017-18",3,5,2.5,3012,15.5,0.5,23250,5700,55,1437.44,0,0,125.52,3250,0,0,0,0,6,2750,0,0,27,2700,0,0,0,61,1586,47.85,713.81,25.3,1404.19,0,0,0,0,73.15,2118,0,0,120,0,NA,0,24.17,0,6111.11,1421,18314,9,1,9,218.3,1686,192902,530358,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2479",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Wheat","2017-18",3,6,4,1012,35,1,52500,13200,199,5200.9,0,0,248.4,6450,0,0,0,0,13,5600,0,0,0,0,41,4100,0,125,3250,107.2,1621.62,50.6,2808.38,0,0,0,0,157.8,4430,5,500,240,0,NA,0,42.68,0,10731.71,1421,37608,14,5,2.8,218.3,1686,192902,530358,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2480",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Wheat","2017-18",3,7,3.6,2012,27,0.9,40500,10050,104,2718.06,0,0,237.6,6100,0,0,0,0,15.08,4070,0,0,0,0,40,3641.65,0,110,2860,40.36,587.46,45.54,2527.54,45.54,693,0,0,131.44,3808,2,200,180,0,NA,0,39.38,0,9900,1564,61309,14,5,2.8,218.3,1686,192902,530358,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2481",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,10,2.64,5011,20.5,0.66,26650,7500,159,4155.5,0,0,235.2,6200,0,0,0,0,5.9,3620,0,0,0,0,36,3212.95,0,29.5,885,70.92,1059.79,33.12,1838.21,21.6,648,0,0,125.64,3546,0,0,0,0,NA,0,28.88,0,7260,1829,51269,14,5,2.8,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2482",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,9,3,3011,23.5,0.75,30550,8700,159,4155.5,0,0,299.12,7750,0,0,0,0,6.47,4440,0,0,37,3700,0,0,0,34,1020,71.34,1063.48,37.72,2093.52,24.6,738,0,0,133.66,3895,0,0,0,0,NA,0,29.22,0,7333.33,1941,14167,14,5,2.8,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2483",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,3,1.04,3011,8,0.26,10400,3000,109,2848.74,0,0,61.44,1600,0,0,0,0,1.25,815,0,0,10,1000,0,0,0,11.5,345,24.36,951.14,12.88,714.86,8.4,252,0,0,45.64,1918,0,0,0,0,NA,0,11.38,0,2860,1678,22642,17,2,8.5,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2484",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,7,3.6,3011,28,0.9,36400,10500,195,5096.36,0,0,299.28,7850,0,0,0,0,7.75,5200,0,0,0,0,40,3641.65,0,40.5,1215,85.9,1280.46,45.54,2527.54,29.4,882,0,0,160.84,4690,0,0,0,0,NA,0,35,0,8800,1564,61309,14,5,2.8,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2485",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,7,3.2,4011,23.5,0.8,30550,8700,184,4808.88,0,0,256.48,6700,0,0,0,0,7,4700,0,0,0,0,38,3459.57,0,36,1080,76.56,1141.3,40.48,2246.7,26.4,792,0,0,143.44,4180,0,0,0,0,NA,0,31.11,0,7822.22,1564,61309,14,5,2.8,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2486",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,7,3.2,5011,23,0.8,29900,8700,173,4521.39,0,0,277.68,7150,0,0,0,0,7,4700,0,0,0,0,35,3186.45,0,36,1080,76.56,1141.3,40.48,2246.7,26.4,792,0,0,143.44,4180,0,0,0,0,NA,0,31.11,0,7822.22,1564,61309,14,5,2.8,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2487",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,7,2.4,6011,17.5,0.6,22750,6450,129,3371.44,0,0,221.84,5850,0,0,0,0,3,1950,0,0,0,0,33,3004.36,0,27,810,57.42,855.97,30.36,1685.03,19.8,594,0,0,107.58,3135,0,0,0,0,NA,0,23.33,0,5866.67,1564,61309,14,5,2.8,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2488",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,7,2,7011,14,0.5,18200,5250,90,2352.17,0,0,184.4,4850,0,0,0,0,4,2525,0,0,0,0,24,2184.99,0,22,660,38.92,580.12,20.7,1148.88,13.5,405,0,0,73.12,2134,0,0,0,0,NA,0,21.88,0,5500,1564,61309,14,5,2.8,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2489",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,8,6,1011,44.5,1.5,57850,16500,242,6324.72,0,0,579.92,15250,0,0,0,0,13,8725,0,0,0,0,60,5930.81,0,67.5,2025,143.32,2136.43,75.9,4212.57,49.5,1485,0,0,268.72,7834,0,0,0,0,NA,0,56.65,0,14244.6,2519,68136,14,5,2.8,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2490",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,8,4,2011,29,1,37700,10800,191,4991.82,0,0,384.56,9950,0,0,0,0,8.5,5700,0,0,0,0,50,4942.35,0,45,1350,95.7,1426.62,83.6,3798.38,0,0,0,0,179.3,5225,0,0,0,0,NA,0,43.75,0,11000,2519,68136,14,5,2.8,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2491",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Maize","2017-18",3,6,3,2012,24,0.5,28800,2000,112,2927.14,0,0,112.48,3100,0,0,0,0,10.5,3900,0,0,0,0,32,3200,0,3,750,72.92,1094.81,25.3,1404.19,0,0,0,0,98.22,2499,5,500,0,0,NA,0,26.25,0,6600,1421,37608,6,1,6,218.3,1686,62809,191715,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"2492",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,8,2,4011,15.5,0.5,20150,5700,91,2378.3,0,0,184.4,4850,0,0,0,0,4.25,2850,0,0,0,0,25,2471.17,0,22.5,675,47.62,709.81,25.3,1404.19,16.5,495,0,0,89.42,2609,0,0,0,0,NA,0,21.88,0,5500,2519,68136,14,5,2.8,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2493",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,8,1.6,5011,12,0.4,15600,4500,72,1881.73,0,0,141.68,3750,0,0,0,0,3.5,2350,0,0,0,0,17,1680.4,0,18,540,38.28,570.65,20.24,1123.35,13.2,396,0,0,71.72,2090,0,0,0,0,NA,0,15.56,0,3911.11,2519,68136,14,5,2.8,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2494",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Wheat","2017-18",3,7,4.5,3012,29,0.9,43500,10800,99,2587.38,0,0,232.32,6000,0,0,0,0,16.08,4600,0,0,0,0,38,3459.57,0,110,2860,85.9,1280.46,45.54,2527.54,0,0,0,0,131.44,3808,0,0,210,0,NA,0,43.75,0,11000,1564,61309,14,5,2.8,218.3,1686,192902,530358,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2495",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Paddy","2017-18",3,3,1.04,2011,8,0.26,10400,3000,104,2718.06,0,0,61.44,1600,0,0,0,0,1.25,815,0,0,9,900,0,0,0,11.5,345,24.36,363.14,12.88,714.86,8.4,252,0,0,45.64,1330,0,0,0,0,NA,0,11.38,0,2860,1678,22642,17,2,8.5,218.3,1686,263608,833918,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2496",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Masur (Lentil)","2017-18",3,3,1.04,3012,4,0.26,18000,900,31,810.19,0,0,56.24,1550,0,0,0,0,0.6,360,0,0,0,0,0,0,0,5,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,11.38,0,2860,1578,22442,8,1,8,218.3,1686,14065,15646,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2497",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Masur (Lentil)","2017-18",3,6,2.5,3012,7.5,0.5,33750,1500,39,1019.27,0,0,136.48,3700,0,0,0,0,1.25,750,0,0,0,0,0,0,0,10,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,24.31,0,6111.11,1321,19268,11,5,2.2,218.3,1686,14065,15646,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"2498",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Masur (Lentil)","2017-18",3,7,2,7012,7.5,0.5,33750,1800,39,1019.27,0,0,136.48,3700,0,0,0,0,1.25,750,0,0,0,0,0,0,0,10,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,21.88,0,5500,1431,20319,11,5,2.2,218.3,1686,14065,15646,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"2499",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Masur (Lentil)","2017-18",3,8,4,2012,12.5,1,56250,3000,78,2038.55,0,0,272.96,7400,0,0,0,0,2.5,1500,0,0,0,0,0,0,0,20,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,43.75,0,11000,2399,21001,11,5,2.2,218.3,1686,14065,15646,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"2500",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Masur (Lentil)","2017-18",3,9,4,1012,12,1,54000,3000,86,2247.63,0,0,267.6,6530,0,0,0,0,2.5,1500,0,0,0,0,0,0,0,20,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,41.67,0,10476.19,1774,13667,11,5,2.2,218.3,1686,14065,15646,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"2501",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Masur (Lentil)","2017-18",3,10,2.64,5012,9.5,0.66,42750,2000,73,1907.87,0,0,155.2,4200,0,0,0,0,1.67,1000,0,0,0,0,0,0,0,12.5,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,28.88,0,7260,1696,14869,11,5,2.2,218.3,1686,14065,15646,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"2502",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Rapeseed & Mustard","2017-18",3,7,4,1012,9.8,1,24500,1000,68,1777.19,0,0,128.16,3300,0,0,0,0,2.5,1500,0,0,0,0,18,1638.74,0,6,1200,47.6,708.16,27.6,1531.84,0,0,0,0,75.2,2240,5,500,0,0,NA,0,40.94,0,8925,1431,60909,6,1,6,218.3,1686,10388,12227,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Hybrid"
"2503",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Wheat","2017-18",3,4,1.25,3012,8,0.25,12000,3000,56,1463.57,0,0,26.8,750,0,0,0,0,2.57,1075,0,0,0,0,11,1100,0,30,780,23.72,353.67,12.42,689.33,0,0,0,0,36.14,1043,0,0,60,0,NA,0,12.08,0,3055.56,1522,41700,17,2,8.5,218.3,1686,192902,530358,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2504",44,"IIIB","Bhagalpur","Bhagalpur","Masdi","Bihar","Wheat","2017-18",3,5,7.5,1012,46,1.5,69000,17100,117,3057.82,0,0,395.12,10150,0,0,0,0,15.55,6655,0,0,62,6200,0,0,0,185,4810,143.32,2136.43,75.9,4212.57,0,0,0,0,219.22,6349,0,0,360,0,NA,0,71.21,0,17870.04,1421,18314,9,1,9,218.3,1686,192902,530358,10,4,590455,12.5,10,0,35,4,45,"Owned & managed","Improved"
