"","TehsilNo","Zone name","District name","Tehsil name","Village name","State","Crop","Year","Zone No.","Cultivator No.","Ha-months in ground (Ha.)","Parcel Plot Season (PPS)","Main Product (Qtls.)","Crop Area (Ha.)","Main Product (Rs.)","By Product (Rs.)","Family Labour (Hrs.)","Family Labour (Rs.)","Attached Labour (Hrs.)","Attached Labour (Rs.)","Casual Labour (Hrs.)","Casual Labour (Rs.)","Hired Animal Labour (Hrs.)","Hired Animal Labour (Rs.)","Owned Animal Labour (Hrs.)","Owned Animal Labour (Rs.)","Hired Machine (Hrs.)","Hired Machine (Rs.)","Own Machine (Hrs.)","Own Machine (Rs.)","Hired Irrigation Machine (Hrs.)","Hired Irrigation Machine (Rs.)","Owned Irrigation Machine (Hrs.)","Owned Irrigation Machine (Rs.)","Canal and Other Irrigation Charges (Rs)","Seed Qty. (Kg.)","Seed Value (Rs.)","Fertiliser (N) (Kg.)","Fertiliser (N) (Rs.)","Fertiliser (P) (Kg.)","Fertiliser (P) (Rs.)","Fertiliser (K) (Kg.)","Fertiliser (K) (Rs.)","Other Fertiliser (Kg.)","Other Fertiliser (Rs.)","Total Fertiliser (Kg.)","Total Fertiliser (Rs.)","Manure (Qtl.)","Manure (Rs.)","Insecticides (Rs.)","Crop Insurance (Rs.)","Payment to Contractor (Rs.)","Miscelaneous Cost (Rs.)","Land Revenue (Rs.)","Rent Paid for Leased in Land (Rs.)","Imputed Rent (Rs.)","Total Depreciation (Rs.)","Total Capital (Rs.)","Sample No. of Growers in size group","Total Number of Growers in size group","Cluster Factor/Weight","Area of all selected crops in Village (Ha.)","No. of Villages in Tehsil","Area of Crop in Zone (Ha.)","Production of Crop in Zone (Qtl.)","No. of Tehsils in Zone","Sample Tehsils in Zone","Area of all selected crops in Zone (Ha.)","Interest on working capital rate(%)","Interest on fixed capital rate(%)","Minimum Rent (%age of GVO)","Maximum Rent (%age of GVO)","Sample Zone in State","Sample Clusters in State","Tenure","Variety"
"1",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Wheat","2017-18",1,1,1,1012,6.8,0.2,9860,2040,28,730.97,0,0,34.72,900,0,0,0,0,1.67,1240,0,0,2.5,350,0,0,0,20,600,12.8,202.33,9.2,437.67,6,120,0,0,28,760,0,0,0,0,NA,0,27.03,0,3243.24,125,416,152,2,76,235.68,131,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"2",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Wheat","2017-18",1,1,1,2012,6.7,0.2,9715,2010,29,757.08,0,0,34.72,900,0,0,0,0,1.67,1240,0,0,2.5,350,0,0,0,20,600,12.8,202.33,9.2,437.67,6,120,0,0,28,760,0,0,0,0,NA,0,27.78,0,3333.33,125,416,152,2,76,235.68,131,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"3",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Wheat","2017-18",1,1,1,3012,6.8,0.2,9860,2040,30,783.19,0,0,34.72,900,0,0,0,0,1.67,1240,0,0,2.5,350,0,0,0,20,600,12.8,202.33,9.2,437.67,6,120,0,0,28,760,0,0,0,0,NA,0,27.78,0,3333.33,125,416,152,2,76,235.68,131,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"4",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Wheat","2017-18",1,2,1.25,1012,8,0.25,11600,3000,32,835.4,0,0,34.72,900,0,0,0,0,2,1500,0,0,3,420,0,0,0,25,750,10.02,148.91,11.5,547.09,4.8,240,0,0,26.32,936,0,0,0,0,NA,0,33.24,0,3989.36,168,544,152,2,76,235.68,131,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"5",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Wheat","2017-18",1,2,1.25,2012,8.2,0.25,11890,3150,34,887.61,0,0,34.72,900,0,0,0,0,2,1500,0,0,3,420,0,0,0,25,750,10.02,148.91,11.5,547.09,4.8,240,0,0,26.32,936,0,0,0,0,NA,0,34.72,0,4166.67,168,544,152,2,76,235.68,131,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"6",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Wheat","2017-18",1,3,2.5,1012,16,0.5,23200,4800,27,704.87,0,0,125.52,3250,0,0,0,0,3.5,2640,0,0,6,840,0,0,0,50,1520,32,495.83,23,1094.17,15,300,0,0,70,1890,0,0,0,0,NA,0,68.68,0,8241.76,1569,18549,98,2,49,235.68,131,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"7",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Wheat","2017-18",1,3,1.25,2012,8,0.25,11600,2400,32,835.4,0,0,64.08,1650,0,0,0,0,2,1500,0,0,3,420,0,0,0,25,750,10.02,148.91,11.5,547.09,7.2,140,0,0,28.72,836,0,0,0,0,NA,0,34.72,0,4166.67,1569,18549,98,2,49,235.68,131,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"8",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Wheat","2017-18",1,4,3,1012,17,0.6,24650,5100,22,574.34,0,0,128.16,3300,0,0,0,0,4,3000,0,0,6,840,0,0,0,60,1800,32,495.83,23,1094.17,15,300,0,0,70,1890,0,0,0,0,NA,0,81.82,0,9818.18,1556,18510,98,2,49,235.68,131,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"9",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Wheat","2017-18",1,5,3,1012,16.8,0.6,24360,5040,28,730.97,0,0,128.16,3300,0,0,0,0,4,3000,0,0,0,0,7,471.39,0,60,1800,32,495.83,23,1094.17,15,300,0,0,70,1890,0,0,0,0,NA,0,83.03,0,9963.1,227,7815,21,2,10.5,235.68,131,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"10",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Wheat","2017-18",1,5,3,2012,17,0.6,24650,5100,28,730.97,0,0,122.88,3200,0,0,0,0,4,3000,0,0,0,0,7,471.39,0,60,1800,32,495.83,23,1094.17,15,300,0,0,70,1890,0,0,0,0,NA,0,83.33,0,10000,227,7815,21,2,10.5,235.68,131,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"11",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Wheat","2017-18",1,6,5,1012,33,1,47850,9900,30,783.19,0,0,228.4,5950,0,0,0,0,6.5,4860,0,0,0,0,12,808.1,0,100,3000,64,991.65,46,2188.35,30,600,0,0,140,3780,0,0,0,0,NA,0,137.06,0,16447.37,232,6847,21,2,10.5,235.68,131,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"12",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Wheat","2017-18",1,6,5,2012,33.2,1,48140,9960,22,574.34,0,0,239.04,6200,0,0,0,0,6.5,4860,0,0,0,0,12,808.1,0,100,3000,64,991.65,46,2188.35,30,600,0,0,140,3780,0,0,0,0,NA,0,138.89,0,16666.67,232,6847,21,2,10.5,235.68,131,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"13",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Wheat","2017-18",1,7,5,2012,33.4,1,48430,8510,26,678.86,0,0,229.76,6000,0,0,0,0,7,5240,0,0,12,1680,0,0,0,100,3000,64,991.65,46,2188.35,30,900,0,0,140,4080,0,0,0,0,NA,0,138.89,0,16666.67,1821,34303,3,3,1,235.68,131,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"14",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Wheat","2017-18",1,7,5,3012,33.5,1,48575,8525,29,757.19,0,0,248.32,6400,0,0,0,0,7,5240,0,0,12,1680,0,0,0,100,3000,64,991.65,46,2188.35,30,900,0,0,140,4080,0,0,0,0,NA,0,138.89,0,16666.67,1821,34303,3,3,1,235.68,131,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"15",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Wheat","2017-18",1,7,5,5012,32.8,1,47560,9840,26,678.76,0,0,240.32,6200,0,0,0,0,7,5240,0,0,12,1680,0,0,0,100,3000,64,991.65,46,2188.35,30,900,0,0,140,4080,0,0,0,0,NA,0,138.89,0,16666.67,1821,34303,3,3,1,235.68,131,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"16",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Wheat","2017-18",1,8,5,1012,33,1,47850,9900,28,730.97,0,0,225.68,5850,0,0,0,0,7,5200,0,0,0,0,12,943.02,0,100,3000,64,991.65,46,2188.35,30,600,0,0,140,3780,0,0,0,0,NA,0,135.87,0,16304.35,1821,49063,3,3,1,235.68,131,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"17",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Wheat","2017-18",1,8,5,2012,33.2,1,48140,9960,24,626.55,0,0,225.68,5850,0,0,0,0,7,5280,0,0,0,0,12,943.02,0,100,3000,64,991.65,46,2188.35,30,600,0,0,140,3780,0,0,0,0,NA,0,138.89,0,16666.67,1821,49063,3,3,1,235.68,131,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"18",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Wheat","2017-18",1,9,5,1012,33,1,47850,9900,28,730.97,0,0,248.32,6400,0,0,0,0,7,5280,0,0,12,1680,0,0,0,100,3000,64,991.65,46,2188.35,30,600,0,0,140,3780,0,0,0,0,NA,0,128.21,0,15384.62,1821,34303,3,3,1,235.68,131,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"19",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Wheat","2017-18",1,9,5,2012,32.8,1,47560,9900,31,809.29,0,0,239.04,6200,0,0,0,0,7,5280,0,0,12,1680,0,0,0,100,3000,64,991.65,46,2188.35,30,600,0,0,140,3780,0,0,0,0,NA,0,138.89,0,16666.67,1821,34303,3,3,1,235.68,131,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"20",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Wheat","2017-18",1,10,7.5,1012,44,1.5,63800,13200,30,783.19,0,0,347.12,8950,0,0,0,0,3,2520,7.5,1399.76,0,0,20,1406.07,0,150,4500,96,1487.48,69,3282.52,42,900,0,0,207,5670,0,0,0,0,NA,0,208.33,0,25000,3006,324777,1,1,1,235.68,131,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"21",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Wheat","2017-18",1,10,7.5,2012,43.8,1.5,63510,13200,30,783.19,0,0,344.48,8900,0,0,0,0,3,2520,7.5,1399.76,0,0,20,1406.07,0,150,4500,96,1487.48,69,3282.52,45,900,0,0,210,5670,0,0,0,0,NA,0,208.33,0,25000,3006,324777,1,1,1,235.68,131,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"22",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Wheat","2017-18",1,10,2.5,4012,16.8,0.5,24360,5040,26,678.76,0,0,120.16,3100,0,0,0,0,1,840,2.5,466.59,0,0,6,421.82,0,50,1500,32,485.83,23,1094.17,15,300,0,0,70,1880,0,0,0,0,NA,0,73.53,0,8823.53,3006,324777,1,1,1,235.68,131,945265,2730864,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"23",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,5,2.4,2011,7.5,0.6,8250,1500,20,522.12,0,0,237.76,6200,0,0,0,0,2.75,1980,0,0,0,0,7,471.39,0,30,600,38.4,617.58,27.6,1422.42,0,0,0,0,66,2040,0,0,0,0,NA,0,66.67,0,3412.5,227,7815,21,2,10.5,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"24",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,5,2.4,3011,7.6,0.6,8360,1520,22,574.34,0,0,237.76,6200,0,0,0,0,2.75,1980,0,0,0,0,7,471.39,0,30,600,38.4,617.58,27.6,1422.42,0,0,0,0,66,2040,0,0,0,0,NA,0,75,0,3458,227,7815,21,2,10.5,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"25",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,6,4,1011,12.4,1,13640,2480,24,626.55,0,0,547.68,14300,0,0,0,0,5.5,3960,0,0,0,0,10,673.42,0,50,1500,64,1029.29,46,2370.71,0,0,0,0,110,3400,0,0,0,0,NA,0,109.65,0,5642,232,6847,21,2,10.5,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"26",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Masur (Lentil)","2017-18",1,3,1,3012,2.8,0.25,8400,280,26,678.76,0,0,48.16,1300,0,0,0,0,1.92,1290,0,0,0,0,0,0,0,8,240,4.5,52.91,11.5,547.09,7.2,144,0,0,23.2,744,0,0,0,0,NA,0,31.25,0,3038,1543,18471,63,1,63,235.68,131,34588,31814,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"27",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Masur (Lentil)","2017-18",1,6,2,3012,4.2,0.4,12600,420,16,417.7,0,0,68.08,1750,0,0,0,0,2.5,1800,0,0,0,0,0,0,0,12,360,5.4,63.5,13.8,656.5,9,180,0,0,28.2,900,0,0,0,0,NA,0,55.56,0,4557,193,6731,18,1,18,235.68,131,34588,31814,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"28",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Masur (Lentil)","2017-18",1,7,3.2,1012,14.4,0.8,43200,1400,20,522.12,0,0,173.87,4900,0,0,0,0,5.5,4140,0,0,0,0,0,0,0,30,900,14.4,183.43,36.8,1896.57,24,480,0,0,75.2,2560,0,0,0,0,NA,0,91.7,0,9552.24,1795,34225,3,3,1,235.68,131,34588,31814,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"29",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Masur (Lentil)","2017-18",1,8,2,3012,11,0.5,34800,1100,18,469.91,0,0,68.08,2150,0,0,0,0,3,2220,0,0,0,0,0,0,0,12,360,9,105.83,23,1094.17,15,300,0,0,47,1500,0,0,0,0,NA,0,62.5,0,7500,1795,48907,3,3,1,235.68,131,34588,31814,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"30",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Masur (Lentil)","2017-18",1,9,1,3022,3.6,0.25,10800,360,20,522.12,0,0,54.72,1400,0,0,0,0,1.75,1290,0,0,0,0,0,0,0,10,500,4.5,52.91,11.5,547.09,7.2,144,0,0,23.2,744,0,0,0,0,NA,0,31.25,0,3750,1795,34225,3,3,1,235.68,131,34588,31814,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"31",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Masur (Lentil)","2017-18",1,10,2,3012,5.5,0.5,16500,550,20,522.12,0,0,93.44,2400,0,0,0,0,0.5,420,2.5,466.59,0,0,0,0,0,20,1000,9,105.83,23,1094.17,15,300,0,0,47,1500,0,0,0,0,NA,0,41.67,0,5000,2941,324583,1,1,1,235.68,131,34588,31814,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"32",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,8,4,1011,12.6,1,13860,2520,28,730.97,0,0,566.4,14800,0,0,0,0,5.5,3960,0,0,0,0,10,785.85,0,50,1500,64,1029.29,46,2370.71,0,0,0,0,110,3400,0,0,0,0,NA,0,108.7,0,5733,1821,49063,3,3,1,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"33",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,8,4,2011,12.7,1,13970,2540,30,783.19,0,0,566.48,14850,0,0,0,0,5.5,3960,0,0,0,0,10,785.85,0,50,1500,64,1029.29,46,2370.71,0,0,0,0,110,3400,0,0,0,0,NA,0,111.11,0,5778.5,1821,49063,3,3,1,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"34",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,8,2,3011,6.8,0.5,7480,1360,26,678.76,0,0,673.84,7250,0,0,0,0,2.75,1980,0,0,0,0,5,392.92,0,25,750,32,514.65,23,1185.35,0,0,0,0,55,1700,0,0,0,0,NA,0,62.5,0,3094,1821,49063,3,3,1,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"35",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,9,4,1011,12.7,1,13970,2540,30,783.19,0,0,428.8,11200,0,0,0,0,5.5,3960,0,0,10,1400,0,0,0,50,1500,64,1029.29,46,2370.71,0,0,0,0,110,3400,0,0,0,0,NA,0,102.56,0,5778.5,1821,34303,3,3,1,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"36",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,9,4,2011,12.6,1,13860,2520,29,757.08,0,0,426.24,11200,0,0,0,0,5.5,3960,0,0,10,1400,0,0,0,50,1500,64,1029.29,46,2370.71,0,0,0,0,110,3400,0,0,0,0,NA,0,111.11,0,5733,1821,34303,3,3,1,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"37",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,9,2,3011,6.8,0.5,7480,1360,26,678.76,0,0,245.76,6400,0,0,0,0,2.75,1980,0,0,5,700,0,0,0,25,750,32,514.65,23,1185.35,0,0,0,0,55,1700,0,0,0,0,NA,0,62.5,0,3094,1821,34303,3,3,1,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"38",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,10,6,1011,19.4,1.5,21340,3880,32,835.4,0,0,854.96,22350,0,0,0,0,0,0,7.75,1446.42,0,0,15,1054.55,0,75,2250,96,1543.94,69,3556.06,0,0,0,0,165,5100,0,0,0,0,NA,0,166.67,0,8827,3006,324777,1,1,1,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"39",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,10,6,2011,19.2,1.5,21120,3840,40,1044.25,0,0,830.96,21750,0,0,0,0,0,0,7.75,1446.42,0,0,15,1054.55,0,75,2250,96,1543.94,69,3556.06,0,0,0,0,165,5100,0,0,0,0,NA,0,166.67,0,8736,3006,324777,1,1,1,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"40",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,10,2,3011,6.8,0.5,7480,1360,30,783.19,0,0,240.4,6250,0,0,0,0,0,0,2.75,513.25,0,0,5,351.52,0,25,750,32,514.65,23,1185.35,0,0,0,0,55,1700,0,0,0,0,NA,0,41.67,0,3094,3006,324777,1,1,1,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"41",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,10,4,4011,12.6,1,13860,2520,32,835.4,0,0,370,9650,0,0,0,0,0,0,5.5,1026.49,0,0,8,562.43,0,50,1500,64,1029.29,46,2370.71,0,0,0,0,110,3400,0,0,0,0,NA,0,117.65,0,5733,3006,324777,1,1,1,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"42",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,2,1,1011,6.5,0.25,6950,1300,44,1148.67,0,0,120.32,3200,0,0,0,0,1.75,1260,0,0,3,420,0,0,0,12.5,250,16,255.12,11.5,569.88,0,0,0,0,27.5,825,0,0,0,0,NA,0,26.6,0,2887.5,168,544,152,2,76,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"43",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,2,1,2011,5,0.25,5500,1100,42,1096.46,0,0,128.4,3450,0,0,0,0,1.75,1260,0,0,3,420,0,0,0,12.5,250,16,255.12,11.5,569.88,0,0,0,0,27.5,825,0,0,0,0,NA,0,27.78,0,2310,168,544,152,2,76,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"44",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,3,2,1011,11,0.5,12100,2200,38,992.04,0,0,264.72,7050,0,0,0,0,2.75,1980,0,0,6,840,0,0,0,25,500,32,505.83,23,1094.17,0,0,0,0,55,1600,0,0,0,0,NA,0,54.95,0,5005,1569,18549,98,2,49,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"45",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,3,1,2011,5.2,0.25,5720,1100,26,678.76,0,0,122.96,3250,0,0,0,0,2.25,1620,0,0,3,420,0,0,0,13,260,16,252.91,11.5,547.09,0,0,0,0,27.5,800,0,0,0,0,NA,0,27.78,0,2387,1569,18549,98,2,49,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"46",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Rapeseed & Mustard","2017-18",1,4,2,2012,6,0.5,24000,600,21,548.23,0,0,120.16,3100,0,0,0,0,3,2160,0,0,5,700,0,0,0,4,2000,32,495.83,23,1094.17,15,300,0,0,70,1890,0,0,0,0,NA,0,62.5,0,7500,1543,18471,55,1,55,235.68,131,39462,47512,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"47",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Rapeseed & Mustard","2017-18",1,5,2.4,3012,5,0.6,20000,500,24,626.55,0,0,112,2800,0,0,0,0,3,2160,0,0,0,0,7,471.39,0,4,2000,32,495.83,23,1094.17,15,300,0,0,70,1890,0,0,0,0,NA,0,75,0,7175,227,7715,18,1,18,235.68,131,39462,47512,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"48",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Rapeseed & Mustard","2017-18",1,9,1,3012,2.5,0.25,10000,250,22,574.34,0,0,68.08,1950,0,0,0,0,1.5,1080,0,0,3,420,0,0,0,1,150,16,252.91,11.5,547.09,7.2,144,0,0,34.7,944,0,0,0,0,NA,0,31.25,0,3587.5,1795,34225,1,1,1,235.68,131,39462,47512,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"49",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Rapeseed & Mustard","2017-18",1,10,2,4022,5,0.5,20000,500,24,626.55,0,0,80,2000,0,0,0,0,0,0,2.5,466.59,0,0,6,421.82,0,2,100,32,485.83,23,1094.17,15,300,0,0,70,1880,0,0,0,0,NA,0,58.82,0,7058.82,2941,324583,1,1,1,235.68,131,39462,47512,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"50",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,1,0.8,3011,2.5,0.2,2750,500,42,1096.46,0,0,82.96,2250,0,0,0,0,1.25,900,0,0,2,280,0,0,0,10,200,6.4,102.05,4.6,227.95,0,0,0,0,11,330,0,0,0,0,NA,0,22.22,0,1137.5,125,416,152,2,76,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"51",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,7,3.2,1011,10.6,0.8,11600,2120,30,783.19,0,0,463.52,12100,0,0,0,0,4.5,3280,0,0,8,1120,0,0,0,40,1200,51.2,823.43,36.8,1896.57,0,0,0,0,88,2720,0,0,0,0,NA,0,91.7,0,4802,1821,34303,3,3,1,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"52",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,1,0.8,1011,2.4,0.2,2640,500,46,1200.89,0,0,88.32,2400,0,0,0,0,1.25,900,0,0,2,280,0,0,0,10,200,6.4,102.05,4.6,227.95,0,0,0,0,11,330,0,0,0,0,NA,0,21.62,0,1099,125,416,152,2,76,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"53",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,1,0.8,2011,2.6,0.2,2860,520,32,835.4,0,0,82.96,2250,0,0,0,0,1.25,900,0,0,2,280,0,0,0,10,200,6.4,102.05,4.6,227.95,0,0,0,0,11,330,0,0,0,0,NA,0,22.22,0,1183,125,416,152,2,76,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"54",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,7,4,5011,12.7,1,13970,2540,31,809.29,0,0,590.48,15450,0,0,0,0,5.5,3960,0,0,10,1400,0,0,0,50,1500,64,1029.29,46,2370.71,0,0,0,0,110,3400,0,0,0,0,NA,0,111.11,0,5778.5,1821,34303,3,3,1,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"55",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,3,1,3011,5.4,0.25,5940,1100,30,783.19,0,0,117.6,3100,0,0,0,0,1.75,1260,0,0,3,420,0,0,0,12,240,16,252.91,11.5,547.09,0,0,0,0,27.5,800,0,0,0,0,NA,0,31.25,0,2464,1569,18549,98,2,49,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"56",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,7,4,2011,12.8,1,14080,2560,33,861.5,0,0,590.4,15400,0,0,0,0,5.5,3960,0,0,10,1400,0,0,0,50,1500,64,1029.29,46,2370.71,0,0,0,0,110,3400,0,0,0,0,NA,0,111.11,0,5824,1821,34303,3,3,1,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
"57",1,"I","Darbhanga","Benipur","Pohaddi","Bihar","Paddy","2017-18",1,7,4,3011,12.6,1,13860,2520,30,783.19,0,0,603.76,15750,0,0,0,0,5.5,3960,0,0,10,1400,0,0,0,50,1500,64,1029.29,46,2370.71,0,0,0,0,110,3400,0,0,0,0,NA,0,111.11,0,5733,1821,34303,3,3,1,235.68,131,1266706,2411152,42,19,2984435,12.5,10,0,35,4,45,"Owned & managed","Improved"
