"","ID","population_density","wc2.1_30s_elev","sand_0-5cm","nitrogen_0-5cm","soc_5-15cm"
"937",937,1337.41320800781,77,28,1.60000002384186,10.1999998092651
"938",938,499.305267333984,85,25,1.39999997615814,10
"939",939,3408.41357421875,115,24,1.70000004768372,10.1000003814697
"940",940,718.257019042969,83,27,1.70000004768372,11.1999998092651
"941",941,786.398254394531,79,27,1.60000002384186,9.30000019073486
"942",942,1405.45300292969,81,27,1.60000002384186,9.89999961853027
"943",943,786.398254394531,76,29,1.70000004768372,8.80000019073486
"944",944,1216.53039550781,74,32,1.60000002384186,11
"945",945,1492.70495605469,81,29,1.60000002384186,12
"946",946,1204.90893554688,75,31,1.29999995231628,11.3000001907349
"947",947,1383.775390625,79,29,1.79999995231628,13.6000003814697
"948",948,1887.21752929688,86,30,1.79999995231628,13.8999996185303
"949",949,1887.21752929688,86,30,1.79999995231628,13.8999996185303
"950",950,1920.11303710938,79,32,1.70000004768372,12.6999998092651
"951",951,1462.17163085938,82,30,1.89999997615814,13.6000003814697
"952",952,1545.08544921875,84,30,2,13.8999996185303
"953",953,1093.4326171875,77,28,1.39999997615814,12.3000001907349
"954",954,1093.4326171875,77,28,1.39999997615814,12.3000001907349
"955",955,1271.53100585938,76,29,1.5,12.5
"956",956,1254.90209960938,78,33,1.60000002384186,11.8999996185303
"957",957,2141.83715820312,82,30,1.39999997615814,12.5
"958",958,2040.10803222656,82,30,1.79999995231628,12.8999996185303
"959",959,2040.10803222656,81,30,1.79999995231628,14.5
"960",960,2040.10803222656,82,30,1.79999995231628,12.8999996185303
"961",961,2040.10803222656,82,30,1.79999995231628,12.8999996185303
"962",962,1920.11303710938,79,32,1.70000004768372,12.8999996185303
"963",963,1387.73303222656,92,29,1.39999997615814,12.8999996185303
"964",964,1573.95727539062,78,32,1.5,13.1000003814697
"965",965,1276.6611328125,86,29,1.79999995231628,15.6000003814697
"966",966,1278.88464355469,85,31,1.5,11.8000001907349
"967",967,1187.69079589844,89,30,1.70000004768372,14.8000001907349
"968",968,1141.27001953125,85,29,1.5,11.6000003814697
"969",969,1187.69079589844,93,30,1.39999997615814,12.6000003814697
"970",970,1187.69079589844,89,30,1.70000004768372,15
"971",971,889.141235351562,101,24,1.60000002384186,13
"972",972,985.15771484375,98,30,1.60000002384186,13
"973",973,1213.23693847656,94,34,1.5,11.1999998092651
"974",974,1238.13781738281,96,35,1.5,11.5
"975",975,1239.43737792969,91,28,1.39999997615814,11.6000003814697
"976",976,1047.45239257812,93,33,1.60000002384186,11.6999998092651
"977",977,1174.63647460938,91,31,1.5,13.6000003814697
"978",978,1196.77514648438,89,31,1.70000004768372,13.3999996185303
"979",979,1039.65478515625,89,32,1.29999995231628,11.3999996185303
"980",980,1333.5087890625,74,30,1.60000002384186,9.5
"981",981,1333.5087890625,74,30,1.60000002384186,9.69999980926514
"982",982,682.603637695312,70,29,1.60000002384186,8.39999961853027
"983",983,896.088256835938,68,27,1.5,9.30000019073486
"984",984,823.01220703125,74,29,1.70000004768372,8.80000019073486
"985",985,1312.14221191406,74,27,1.39999997615814,8.39999961853027
"986",986,498.297424316406,79,24,1.5,10.1000003814697
"987",987,499.305267333984,85,25,1.5,10.1999998092651
"988",988,1551.89086914062,79,31,1.5,12.1000003814697
"989",989,786.398254394531,75,29,1.70000004768372,9.10000038146973
"990",990,499.305267333984,87,25,1.39999997615814,9.89999961853027
"991",991,786.398254394531,75,29,1.70000004768372,9.10000038146973
"992",992,786.398254394531,75,29,1.70000004768372,9.10000038146973
"993",993,2920.943359375,58,28,1.5,11.6999998092651
"994",994,2022.37512207031,82,27,1.70000004768372,14.8999996185303
"995",995,918.780395507812,63,26,1.39999997615814,9.19999980926514
"996",996,918.780395507812,63,26,1.39999997615814,9.19999980926514
"997",997,918.780395507812,62,28,1.39999997615814,10.3999996185303
"998",998,918.780395507812,62,27,1.39999997615814,8.69999980926514
"999",999,918.780395507812,61,28,1.39999997615814,10.5
"1000",1000,1040.42004394531,59,26,1.5,9.69999980926514
"1001",1001,2022.37512207031,79,27,1.60000002384186,11.1999998092651
"1002",1002,498.297424316406,80,25,1.5,9.30000019073486
"1003",1003,896.088256835938,66,29,1.39999997615814,9.60000038146973
"1004",1004,1237.39880371094,79,31,1.5,12.1000003814697
"1005",1005,848.346252441406,115,37,1.79999995231628,14.3000001907349
"1006",1006,1313.68310546875,69,29,1.70000004768372,13.6999998092651
"1007",1007,1176.09582519531,38,30,2.09999990463257,16
"1008",1008,1731.408203125,92,28,1.79999995231628,10.1999998092651
"1009",1009,1062.15344238281,74,27,1.60000002384186,10.6000003814697
"1010",1010,1733.57336425781,57,29,1.5,10.3000001907349
"1011",1011,1618.7490234375,34,30,1.79999995231628,15.8999996185303
"1012",1012,887.275207519531,97,28,1.89999997615814,11.8000001907349
"1013",1013,1152.53466796875,67,30,2.09999990463257,16.7000007629395
"1014",1014,871.684936523438,106,26,1.79999995231628,9.5
"1015",1015,1040.42004394531,59,26,1.5,9.69999980926514
"1016",1016,1159.03515625,66,30,1.5,8.69999980926514
"1017",1017,974.344909667969,101,25,1.89999997615814,16.1000003814697
"1018",1018,1528.7626953125,65,32,1.39999997615814,13.1000003814697
"1019",1019,1932.81506347656,68,27,1.70000004768372,13.1000003814697
"1020",1020,918.780395507812,58,28,1.39999997615814,11.8000001907349
"1021",1021,1159.03515625,66,30,1.5,9.10000038146973
"1022",1022,1159.03515625,66,30,1.5,9.10000038146973
"1023",1023,1333.5087890625,74,30,1.60000002384186,9.69999980926514
"1024",1024,1117.97863769531,70,28,1.60000002384186,10.1999998092651
"1025",1025,1109.12780761719,65,26,1.5,9.19999980926514
"1026",1026,959.61328125,66,30,1.5,9.19999980926514
"1027",1027,682.603637695312,68,29,1.60000002384186,8
"1028",1028,1166.91027832031,65,26,1.39999997615814,8.30000019073486
"1029",1029,1117.97863769531,70,28,1.60000002384186,10.8000001907349
"1030",1030,1117.97863769531,70,28,1.60000002384186,10.1000003814697
"1031",1031,1117.97863769531,71,28,1.60000002384186,10.3999996185303
"1032",1032,1333.5087890625,74,30,1.60000002384186,9.30000019073486
"1033",1033,1040.42004394531,61,27,1.5,9.39999961853027
"1034",1034,1040.42004394531,61,27,1.5,9.39999961853027
"1035",1035,499.305267333984,85,25,1.39999997615814,10
"1036",1036,1237.39880371094,79,31,1.5,12.1000003814697
"1037",1037,2359.81713867188,69,32,1.39999997615814,11.3000001907349
"1038",1038,1303.39221191406,73,27,2.40000009536743,16.1000003814697
"1039",1039,786.398254394531,75,29,1.70000004768372,8.89999961853027
"1040",1040,2141.83715820312,84,32,1.5,13.5
"1041",1041,2035.26843261719,58,29,1.5,12.6999998092651
"1042",1042,896.088256835938,64,28,1.5,10.6000003814697
"1043",1043,959.61328125,66,29,1.39999997615814,9.80000019073486
"1044",1044,1117.97863769531,70,28,1.60000002384186,10.8000001907349
"1045",1045,1117.97863769531,70,28,1.60000002384186,10.1999998092651
"1046",1046,499.305267333984,85,25,1.39999997615814,10
"1047",1047,3086.19750976562,101,28,1.60000002384186,9.39999961853027
"1048",1048,1490.79638671875,80,29,1.70000004768372,13.8999996185303
"1049",1049,1312.14221191406,75,26,1.5,11.3000001907349
"1050",1050,1198.49841308594,70,30,1.39999997615814,8
"1051",1051,1382.21032714844,75,27,1.39999997615814,8
"1052",1052,1316.34704589844,78,34,1.5,12
"1053",1053,1233.89587402344,71,32,1.60000002384186,11.6999998092651
"1054",1054,1316.34704589844,79,34,1.70000004768372,11.6000003814697
"1055",1055,1187.69079589844,92,30,1.5,12.6999998092651
"1056",1056,1187.69079589844,89,30,1.70000004768372,15
"1057",1057,1266.33630371094,94,35,1.39999997615814,11.3000001907349
"1058",1058,1196.77514648438,90,32,1.20000004768372,10.3999996185303
"1059",1059,1325.94653320312,67,34,1.39999997615814,11.6999998092651
"1060",1060,2028.18835449219,69,28,1.79999995231628,14
"1061",1061,2028.18835449219,68,28,1.89999997615814,14.1999998092651
"1062",1062,1590.83471679688,70,28,1.60000002384186,13.3000001907349
"1063",1063,1590.83471679688,71,28,1.60000002384186,12.8999996185303
"1064",1064,1590.83471679688,71,28,1.60000002384186,12.6999998092651
"1065",1065,2028.18835449219,68,27,1.79999995231628,13.1999998092651
"1066",1066,2028.18835449219,68,28,1.89999997615814,14.1999998092651
"1067",1067,2028.18835449219,68,28,1.89999997615814,14.1999998092651
"1068",1068,2028.18835449219,68,28,1.89999997615814,14.1999998092651
"1069",1069,1779.61169433594,42,31,1.70000004768372,14.3000001907349
"1070",1070,1072.73291015625,78,26,1.70000004768372,11.3999996185303
"1071",1071,2141.83715820312,83,32,1.5,13.3999996185303
"1072",1072,1297.49084472656,77,32,1.79999995231628,15.1999998092651
"1073",1073,2141.83715820312,84,32,1.5,13.5
"1074",1074,1713.7412109375,78,31,1.79999995231628,21.7999992370605
"1075",1075,1387.73303222656,90,31,1.29999995231628,14.1999998092651
"1076",1076,1101.62536621094,87,26,1.39999997615814,12.1000003814697
"1077",1077,1088.50915527344,99,32,1.5,13.5
"1078",1078,889.141235351562,100,25,1.60000002384186,12.5
"1079",1079,2641.2744140625,76,33,1.20000004768372,13.6000003814697
"1080",1080,1744.12707519531,67,28,1.60000002384186,13.8999996185303
"1081",1081,1461.53051757812,64,29,1.60000002384186,16.7000007629395
"1082",1082,2028.18835449219,67,28,1.70000004768372,14
"1083",1083,1590.83471679688,72,29,1.5,14
"1084",1084,799.826110839844,69,30,1.5,9.80000019073486
"1085",1085,1240.47680664062,76,29,1.5,10.6000003814697
"1086",1086,1448.15307617188,78,28,1.39999997615814,11
