"","mu1","mu2","mu3","mu4","lamdiag1","lamdiag2","lamdiag3","lamdiag4","lambda12","lambda13","lambda14","lambda23","lambda24","lambda34"
"1",1.89153196578957,1344.14969991974,0.108728767930314,1543.59698967978,0,0,0,0,0,0,0,0,-0.0101405413209544,0
"2",-6.10204491168082,-6332.55766401862,-0.0224651778959504,486.248907878558,0,0,0,0,0,0,0,0,-0.0216264166686817,0
"3",11.872064628772,5849.04655303311,-0.114958969844716,3949.49913690372,0,0,0,0,0,0,0,0,-0.00997293058959111,0
"4",3.5500843710201,-286.1173649556,0.226342952249636,2920.53093018731,0,0,0,0,0,0,0,0,-0.0104106616945894,0
"5",-1.28902256394461,8297.81174379184,-0.121662794753774,4150.41762863658,0,0,0,0,0,0,0,0,0.45065913057709,0
"6",-6.90362831420342,3517.84267000278,-0.177369107840246,2154.71179348993,0,0,0,0,0,0,0,0,-0.027802240383808,0
"7",9.7332482223139,18366.3126936135,-0.345309270020671,-3797.20730110785,0,0,0,0,0,0,0,0,-0.0100521380743863,0
"8",0.306220612614876,5518.31004850715,-0.280958622479374,217.828331101406,0,0,0,0,0,0,0,0,-0.0312543107030199,0
"9",-1.27836937312577,-372.585439389773,0.258218564309648,-1047.85483534432,0,0,0,0,0,0,0,0,-0.0188553687126825,0
"10",0.2450448870266,2632.73803404934,-0.335746195827815,-1773.94644242554,0,0,0,0,0,0,0,0,-0.0193762675069607,0
"11",-1.95344559005745,-3816.05117200554,0.0297234256666558,1060.60043312934,0,0,0,0,0,0,0,0,0.00204547130715129,0
"12",1.50034003299855,-5845.98258350837,0.308273569440147,2375.18745449207,0,0,0,0,0,0,0,0,-0.00136504452064442,0
"13",-2.14473631857529,3480.75961462579,-0.267916715128551,4152.03435662412,0,0,0,0,0,0,0,0,-0.0303332731381266,0
"14",-10.8037779739438,22870.6044823933,-0.448385778065917,7688.09954259069,0,0,0,0,0,0,0,0,-0.02234009667564,0
"15",-6.20742269303557,-6625.99394550256,0.444849343458623,-1463.76849250561,0,0,0,0,0,0,0,0,-0.0126299094814121,0
"16",3.12524684606035,-3158.99915965912,0.328496489141805,-7749.90423594436,0,0,0,0,0,0,0,0,0.0143084549911675,0
"17",-8.48196278028925,-5582.04707328169,0.322907941993628,1239.75657157314,0,0,0,0,0,0,0,0,-0.00695068856688797,0
"18",1.00172970240893,1168.92715830577,-0.207223671990119,-2339.88831661024,0,0,0,0,0,0,0,0,-0.0457381310532376,0
"19",-1.11792961957132,430.152222859649,0.0624466006157557,3470.39533882441,0,0,0,0,0,0,0,0,-0.0425378128512434,0
"20",-2.70966360152488,1400.39079757642,-0.0957801020639687,3268.7234749157,0,0,0,0,0,0,0,0,0.00197997239321475,0
"21",4.99789599461707,-2104.05864233615,-0.274963052608628,1532.4925538738,0,0,0,0,0,0,0,0,-0.00868541975681823,0
"22",0.970632822657008,-7853.65155232243,-0.0555642816871697,641.292637893199,0,0,0,0,0,0,0,0,0.020912886152167,0
"23",4.35750030003965,-1031.09743751878,-0.0816352224077671,2208.89118538372,0,0,0,0,0,0,0,0,0.0247618417451699,0
"24",-3.57961480327118,4126.54146204241,-0.168829377483668,3937.97006126107,0,0,0,0,0,0,0,0,-0.0357643878068757,0
"25",-0.825902300238606,-1208.85451956251,0.0762754981876569,454.360417679075,0,0,0,0,0,0,0,0,-0.00888758360247634,0
"26",0.368440637325356,3281.98923235081,-0.0283132198338851,1710.2071188735,0,0,0,0,0,0,0,0,-0.00748616370499615,0
"27",-4.1909152082551,5641.32374672565,-0.332444673142109,-5740.19529401726,0,0,0,0,0,0,0,0,-0.00164066683968402,0
"28",9.13000172653523,645.595674291278,-0.308877978724502,-2349.21059001442,0,0,0,0,0,0,0,0,0.0121838969832222,0
"29",-1.08406240302793,-5369.79694351803,0.451230924567636,2214.75376866046,0,0,0,0,0,0,0,0,0.0108055829652005,0
"30",-2.80967167942675,-7125.06441343512,-0.117718799239993,-2793.63047142364,0,0,0,0,0,0,0,0,-0.00713738453241545,0
"31",-6.56202891677195,-6540.58112198331,0.133099638983496,-1577.79719121446,0,0,0,0,0,0,0,0,-0.0432851000213138,0
"32",10.5163769463385,3444.57041308424,0.0470476273244264,-4742.71328318235,0,0,0,0,0,0,0,0,-0.0127969525497638,0
"33",-2.37923650704186,-304.272023325295,-0.146533282810529,2234.67649543352,0,0,0,0,0,0,0,0,0.000344951484010256,0
"34",-0.910620725004741,6163.48654663545,-0.0580306428376491,-1066.21718756174,0,0,0,0,0,0,0,0,-0.00716795009861572,0
"35",1.25296440885781,-5186.0249446073,0.0238944230869426,-1172.85273081482,0,0,0,0,0,0,0,0,-0.0135436586684217,0
"36",1.98719200064534,18559.8057958837,1.29410410584604e-05,511.429255063549,0,0,0,0,0,0,0,0,-0.258064494643082,0
